Fri Dec  9 21:10:11 2022    output.dat

         127371434 function calls (122847050 primitive calls) in 16267.607 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 {method 'GetCellData' of 'vtkmodules.vtkCommonDataModel.vtkDataSet' objects}
       10    0.000    0.000    0.000    0.000 {method 'GetName' of 'vtkmodules.vtkCommonCore.vtkAbstractArray' objects}
       10    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       10    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\os.py:674(__getitem__)
        9    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\os.py:740(check_str)
        9    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\os.py:746(encodekey)
        9    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\_collections_abc.py:816(get)
        9    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\colors.py:633(int_rgba)
        9    0.000    0.000    0.001    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\utilities\helpers.py:210(_assoc_array)
        9    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\dataset.py:1617(cell_data)
        9    0.000    0.000    0.000    0.000 {method 'GetScalars' of 'vtkmodules.vtkCommonDataModel.vtkDataSetAttributes' objects}
        9    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        8    0.000    0.000    0.001    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\_utils.py:131(_rebuild_tensor)
        8    0.000    0.000    0.001    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\_utils.py:137(_rebuild_tensor_v2)
        8    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\_utils.py:553(_element_size)
        8    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function_unary}
        8    0.000    0.000    0.000    0.000 {method 'set_' of 'torch._C._TensorBase' objects}
        8    0.000    0.000    0.000    0.000 {method '_storage' of 'torch._C._TensorBase' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\_tensor.py:196(storage)
        8    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\storage.py:844(_get_dtype_from_pickle_storage_type)
        8    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\serialization.py:127(_cpu_deserialize)
        8    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\serialization.py:173(default_restore_location)
        8    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\serialization.py:983(__init__)
        8    0.001    0.000    0.001    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\serialization.py:994(load_tensor)
        8    0.000    0.000    0.001    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\serialization.py:1004(persistent_load)
        8    0.000    0.000    0.001    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\utilities\helpers.py:140(convert_array)
        8    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:780(renderer)
        8    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:1605(add_key_event)
        8    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderers.py:268(active_renderer)
        8    0.000    0.000    0.000    0.000 {method 'Set' of 'vtkmodules.vtkCommonCore.vtkWeakReference' objects}
        8    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
        8    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method '__array_wrap__' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\vtkmodules\util\numpy_support.py:200(vtk_to_numpy)
        7    0.000    0.000    0.001    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\pyvista_ndarray.py:14(__new__)
        7    0.000    0.000    0.000    0.000 {method 'GetAbstractArray' of 'vtkmodules.vtkCommonDataModel.vtkFieldData' objects}
        7    0.000    0.000    0.000    0.000 {method 'GetNumberOfComponents' of 'vtkmodules.vtkCommonCore.vtkAbstractArray' objects}
        7    0.000    0.000    0.000    0.000 {method 'GetNumberOfTuples' of 'vtkmodules.vtkCommonCore.vtkAbstractArray' objects}
        7    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 {built-in method numpy.frombuffer}
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1455(debug)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1724(isEnabledFor)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\multiarray.py:80(empty_like)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(empty_like)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:72(_zeros_like_dispatcher)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:76(zeros_like)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(zeros_like)
        6    0.000    0.000    0.001    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\lib\index_tricks.py:657(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\lib\index_tricks.py:665(__iter__)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\lib\stride_tricks.py:20(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\lib\stride_tricks.py:25(_maybe_view_as_subclass)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\lib\stride_tricks.py:38(as_strided)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\lib\shape_base.py:263(_apply_along_axis_dispatcher)
        6   11.194    1.866  136.660   22.777 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\lib\shape_base.py:267(apply_along_axis)
        6    0.000    0.000  136.660   22.777 <__array_function__ internals>:177(apply_along_axis)
        6    0.024    0.004  136.691   22.782 C:\Users\frudo\OneDrive - Universität Würzburg\Dokumente\arbeit\Hiwi_DataScience\PycharmProjects\gnn_adaptive_mashing\src\remashing\mash_generation_npy.py:248(init_low_high_error)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\mapper.py:89(lookup_table)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\mapper.py:348(dataset)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:290(theme)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_passes.py:102(_renderer)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\dataset.py:50(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\datasetattributes.py:546(_patch_type)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\pyvista_ndarray.py:75(__array_wrap__)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:430(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:448(width)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:464(height)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:480(position_x)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:496(position_y)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:828(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:845(name)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:861(cap_width)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:877(cap_length)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:893(cap_opacity)
        6    0.000    0.000    0.002    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:908(tube_color)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:924(tube_width)
        6    0.000    0.000    0.002    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:940(slider_color)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:956(slider_width)
        6    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:972(slider_length)
        6    0.000    0.000    0.000    0.000 {method 'GetLookupTable' of 'vtkmodules.vtkRenderingCore.vtkMapper' objects}
        6    0.000    0.000    0.000    0.000 {method 'GetInputAsDataSet' of 'vtkmodules.vtkRenderingCore.vtkMapper' objects}
        6    0.000    0.000    0.000    0.000 {method 'GetDataType' of 'vtkmodules.vtkCommonCore.vtkDoubleArray' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        6    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        6    0.008    0.001    0.008    0.001 {method 'astype' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2302(_any_dispatcher)
        5    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2307(any)
        5    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(any)
        5    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch_geometric\data\storage.py:66(__setattr__)
        5    0.555    0.111    0.555    0.111 C:\Users\frudo\OneDrive - Universität Würzburg\Dokumente\arbeit\Hiwi_DataScience\PycharmProjects\gnn_adaptive_mashing\src\remashing\mash_generation_npy.py:72(<listcomp>)
        5    1.255    0.251    1.255    0.251 C:\Users\frudo\OneDrive - Universität Würzburg\Dokumente\arbeit\Hiwi_DataScience\PycharmProjects\gnn_adaptive_mashing\src\remashing\mash_generation_npy.py:73(<listcomp>)
        5    0.558    0.112    0.558    0.112 C:\Users\frudo\OneDrive - Universität Würzburg\Dokumente\arbeit\Hiwi_DataScience\PycharmProjects\gnn_adaptive_mashing\src\remashing\mash_generation_npy.py:113(<listcomp>)
        5    0.003    0.001    0.003    0.001 C:\Users\frudo\OneDrive - Universität Würzburg\Dokumente\arbeit\Hiwi_DataScience\PycharmProjects\gnn_adaptive_mashing\src\remashing\mash_generation_npy.py:279(prepare_next_loop)
        5    0.157    0.031  490.421   98.084 C:\Users\frudo\OneDrive - Universität Würzburg\Dokumente\arbeit\Hiwi_DataScience\PycharmProjects\gnn_adaptive_mashing\src\remashing\mash_generation_npy.py:310(insert_refinement_t_1)
        5    9.066    1.813  486.064   97.213 C:\Users\frudo\OneDrive - Universität Würzburg\Dokumente\arbeit\Hiwi_DataScience\PycharmProjects\gnn_adaptive_mashing\src\remashing\mash_generation_npy.py:325(take_care_of_passive_refinement_1_npy)
        5    0.005    0.001    0.372    0.074 C:\Users\frudo\OneDrive - Universität Würzburg\Dokumente\arbeit\Hiwi_DataScience\PycharmProjects\gnn_adaptive_mashing\src\remashing\mash_generation_npy.py:414(insert_refinement_t_3)
        5    0.001    0.000    0.256    0.051 C:\Users\frudo\OneDrive - Universität Würzburg\Dokumente\arbeit\Hiwi_DataScience\PycharmProjects\gnn_adaptive_mashing\src\remashing\mash_generation_npy.py:424(take_care_of_passive_refinement_3_npy)
        5    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_window_interactor.py:242(<genexpr>)
        5    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderer.py:309(camera)
        5    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderer.py:624(actors)
        5    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderer.py:1847(add_light)
        5    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lights.py:127(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lights.py:245(__del__)
        5    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lights.py:273(shadow_attenuation)
        5    0.000    0.000    0.002    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lights.py:303(ambient_color)
        5    0.000    0.000    0.002    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lights.py:333(diffuse_color)
        5    0.000    0.000    0.002    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lights.py:363(specular_color)
        5    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lights.py:395(position)
        5    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lights.py:450(focal_point)
        5    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lights.py:510(intensity)
        5    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lights.py:534(on)
        5    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lights.py:570(positional)
        5    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lights.py:643(exponent)
        5    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lights.py:687(cone_angle)
        5    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lights.py:739(attenuation_values)
        5    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lights.py:787(transform_matrix)
        5    0.000    0.000    0.007    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lights.py:1114(from_vtk)
        5    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lights.py:1182(hide_actor)
        5    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lights.py:1203(add_renderer)
        5    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:1540(font)
        5    0.000    0.000    0.000    0.000 {method 'SetAmbientColor' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        5    0.000    0.000    0.000    0.000 {method 'GetAmbientColor' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        5    0.000    0.000    0.000    0.000 {method 'SetDiffuseColor' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        5    0.000    0.000    0.000    0.000 {method 'GetDiffuseColor' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        5    0.000    0.000    0.000    0.000 {method 'SetSpecularColor' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        5    0.000    0.000    0.000    0.000 {method 'GetSpecularColor' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        5    0.000    0.000    0.000    0.000 {method 'SetPosition' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        5    0.000    0.000    0.000    0.000 {method 'GetPosition' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        5    0.000    0.000    0.000    0.000 {method 'SetFocalPoint' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        5    0.000    0.000    0.000    0.000 {method 'GetFocalPoint' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        5    0.000    0.000    0.000    0.000 {method 'SetIntensity' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        5    0.000    0.000    0.000    0.000 {method 'GetIntensity' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        5    0.000    0.000    0.000    0.000 {method 'SetSwitch' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        5    0.000    0.000    0.000    0.000 {method 'GetSwitch' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        5    0.000    0.000    0.000    0.000 {method 'SetPositional' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        5    0.000    0.000    0.000    0.000 {method 'SetExponent' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        5    0.000    0.000    0.000    0.000 {method 'GetExponent' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        5    0.000    0.000    0.000    0.000 {method 'SetConeAngle' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        5    0.000    0.000    0.000    0.000 {method 'SetAttenuationValues' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        5    0.000    0.000    0.000    0.000 {method 'GetAttenuationValues' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        5    0.000    0.000    0.000    0.000 {method 'SetTransformMatrix' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        5    0.000    0.000    0.000    0.000 {method 'GetTransformMatrix' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        5    0.000    0.000    0.000    0.000 {method 'GetLightType' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        5    0.000    0.000    0.000    0.000 {method 'SetShadowAttenuation' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        5    0.000    0.000    0.000    0.000 {method 'GetShadowAttenuation' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
        5    0.000    0.000    0.000    0.000 {method 'SetLight' of 'vtkmodules.vtkRenderingCore.vtkLightActor' objects}
        5    0.000    0.000    0.000    0.000 {method 'SetVisibility' of 'vtkmodules.vtkRenderingCore.vtkProp' objects}
        5    0.000    0.000    0.000    0.000 {method 'AddLight' of 'vtkmodules.vtkRenderingCore.vtkRenderer' objects}
        5    0.000    0.000    0.000    0.000 {method 'RemoveObserver' of 'vtkmodules.vtkCommonCore.vtkObject' objects}
        5    0.000    0.000    0.000    0.000 {method 'AddObserver' of 'vtkmodules.vtkCommonCore.vtkObject' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        5    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        4    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:1397(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:1347(normalize_axis_tuple)
        4    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1751(_ravel_dispatcher)
        4    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1755(ravel)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(ravel)
        4    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\lib\function_base.py:346(iterable)
        4    0.000    0.000    0.000    0.000 {method 'numpy' of 'torch._C._TensorBase' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\serialization.py:199(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\serialization.py:202(__enter__)
        4    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\vtkmodules\util\numpy_support.py:97(create_vtk_array)
        4    0.000    0.000    0.001    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\vtkmodules\util\numpy_support.py:104(numpy_to_vtk)
        4    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch_geometric\data\data.py:443(__getitem__)
        4    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch_geometric\data\storage.py:80(__getitem__)
        4    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderer.py:1794(remove_floors)
        4    0.005    0.001    0.006    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderer.py:2894(deep_clean)
        4    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderer.py:3148(remove_legend)
        4    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderer.py:3171(legend)
        4    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_passes.py:108(deep_clean)
        4    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\dataset.py:1480(point_data)
        4    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\core\datasetattributes.py:1144(active_scalars_name)
        4    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\themes.py:1732(colorbar_horizontal)
        4    0.000    0.000    0.000    0.000 {method 'RemoveAllViewProps' of 'vtkmodules.vtkRenderingCore.vtkViewport' objects}
        4    0.000    0.000    0.000    0.000 {method 'GetPointData' of 'vtkmodules.vtkCommonDataModel.vtkDataSet' objects}
        4    0.000    0.000    0.000    0.000 {method 'SetNumberOfComponents' of 'vtkmodules.vtkCommonCore.vtkAbstractArray' objects}
        4    0.000    0.000    0.000    0.000 {method 'SetNumberOfTuples' of 'vtkmodules.vtkCommonCore.vtkAbstractArray' objects}
        4    0.000    0.000    0.000    0.000 {method 'SetVoidArray' of 'vtkmodules.vtkCommonCore.vtkAbstractArray' objects}
        4    0.000    0.000    0.000    0.000 {method 'RemoveAllObservers' of 'vtkmodules.vtkCommonCore.vtkObject' objects}
        4    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      3/1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:826(find_spec)
        3    0.000    0.000    0.006    0.002 <frozen importlib._bootstrap>:921(_find_spec)
        3    0.000    0.000    0.006    0.002 <frozen importlib._bootstrap_external>:1399(_get_spec)
        3    0.000    0.000    0.006    0.002 <frozen importlib._bootstrap_external>:1431(find_spec)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\_collections_abc.py:262(__subclasshook__)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\_distutils_hack\__init__.py:89(find_spec)
        3    0.000    0.000    0.006    0.002 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\importlib\util.py:73(find_spec)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\enum.py:439(__getitem__)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\enum.py:442(__iter__)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\enum.py:801(value)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:149(ones)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch_geometric\data\data.py:430(__setattr__)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch_geometric\data\storage.py:83(__setitem__)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\vtkmodules\util\numpy_support.py:49(get_vtk_array_type)
        3    0.000    0.000    0.006    0.002 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\utilities\misc.py:30(has_module)
        3    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\utilities\helpers.py:231(point_array)
