Fri Dec  9 21:10:11 2022    output.dat

         127371434 function calls (122847050 primitive calls) in 16267.607 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2922(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2927(prod)
        1    0.000    0.000    0.001    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:38(_amax)
        1    0.000    0.000    0.001    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:42(_amin)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:107(_clip_dep_invoke_with_casting)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:126(_clip)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(clip)
        1    0.000    0.000    0.001    0.001 <__array_function__ internals>:177(amax)
        1    0.000    0.000    0.001    0.001 <__array_function__ internals>:177(amin)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(prod)
        1    0.000    0.000    0.005    0.005 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_asarray.py:22(require)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_asarray.py:109(<setcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\function_base.py:18(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\function_base.py:23(linspace)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(linspace)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_internal.py:436(_promote_fields)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\lib\nanfunctions.py:231(_nanmin_dispatcher)
        1    0.000    0.000    0.003    0.003 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\lib\nanfunctions.py:236(nanmin)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\lib\nanfunctions.py:364(_nanmax_dispatcher)
        1    0.000    0.000    0.003    0.003 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\lib\nanfunctions.py:369(nanmax)
        1    0.000    0.000    0.004    0.004 <__array_function__ internals>:177(nanmin)
        1    0.000    0.000    0.003    0.003 <__array_function__ internals>:177(nanmax)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\lib\shape_base.py:608(_column_stack_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\lib\shape_base.py:612(column_stack)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(column_stack)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\lib\arraysetops.py:125(_unpack_tuple)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\lib\arraysetops.py:133(_unique_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\lib\arraysetops.py:289(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\lib\arraysetops.py:310(reshape_uniq)
        1    0.002    0.002    1.939    1.939 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\lib\arraysetops.py:138(unique)
        1    0.034    0.034    1.925    1.925 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\lib\arraysetops.py:323(_unique1d)
        1    0.000    0.000    1.941    1.941 <__array_function__ internals>:177(unique)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\ma\core.py:1355(getmask)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\ma\core.py:6617(is_masked)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\cbook\__init__.py:1868(_str_lower_equal)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\colors.py:213(_is_nth_color)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\colors.py:265(to_rgba)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\colors.py:307(_to_rgba_no_colorcycle)
        1    0.001    0.001    0.001    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\colors.py:479(<setcomp>)
        1    0.000    0.000    0.001    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\colors.py:399(to_rgba_array)
        1    0.000    0.000    0.002    0.002 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\colors.py:683(__call__)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\colors.py:757(__copy__)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\colors.py:834(_set_extremes)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\colors.py:939(copy)
        1    0.000    0.000    0.001    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\colors.py:1159(_init)
        1    0.006    0.006 16267.603 16267.603 C:\Users\frudo\OneDrive - Universität Würzburg\Dokumente\arbeit\Hiwi_DataScience\PycharmProjects\gnn_adaptive_mashing\src\remashing\adaptive_remashing.py:67(main)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\cm.py:91(__getitem__)
        1    0.253    0.253 16267.593 16267.593 C:\Users\frudo\OneDrive - Universität Würzburg\Dokumente\arbeit\Hiwi_DataScience\PycharmProjects\gnn_adaptive_mashing\src\remashing\adaptive_remashing.py:52(get_refined_mash)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function}
        1    0.003    0.003    0.003    0.003 {method 'pow' of 'torch._C._TensorBase' objects}
        1    0.002    0.002    0.002    0.002 {built-in method torch.sqrt}
        1    0.022    0.022    0.022    0.022 {built-in method torch.sum}
        1    0.000    0.000    0.003    0.003 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\_tensor.py:26(wrapped)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\storage.py:229(_dtype_to_storage_type_map)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\storage.py:258(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\storage.py:256(_storage_type_to_dtype_map)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\vtkmodules\util\numpy_support.py:186(numpy_to_vtkIdTypeArray)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch_geometric\data\data.py:394(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch_geometric\data\feature_store.py:251(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\torch_geometric\data\storage.py:41(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\OneDrive - Universität Würzburg\Dokumente\arbeit\Hiwi_DataScience\PycharmProjects\gnn_adaptive_mashing\src\remashing\mash_generation_npy.py:6(__init__)
        1   12.416   12.416 15596.271 15596.271 C:\Users\frudo\OneDrive - Universität Würzburg\Dokumente\arbeit\Hiwi_DataScience\PycharmProjects\gnn_adaptive_mashing\src\remashing\mash_generation_npy.py:51(adaptive_refinement)
        1    1.578    1.578   51.223   51.223 C:\Users\frudo\OneDrive - Universität Würzburg\Dokumente\arbeit\Hiwi_DataScience\PycharmProjects\gnn_adaptive_mashing\src\remashing\mash_generation_npy.py:227(update_triangles_Error)
        1    0.000    0.000    0.006    0.006 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\colors.py:947(get_cmap_safe)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\scooby\knowledge.py:37(in_ipython)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\scooby\knowledge.py:52(in_ipykernel)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\utilities\helpers.py:193(is_pyvista_dataset)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\utilities\helpers.py:390(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\utilities\helpers.py:346(get_array)
        1    0.000    0.000    0.006    0.006 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\utilities\helpers.py:465(vtk_points)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\utilities\helpers.py:1382(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\mapper.py:28(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\mapper.py:85(scalar_range)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\mapper.py:123(lookup_table)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\mapper.py:127(color_mode)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\mapper.py:144(color_mode)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\mapper.py:153(interpolate_before_map)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\mapper.py:191(interpolate_before_map)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\mapper.py:195(array_name)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\mapper.py:215(array_name)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\mapper.py:271(scalar_visibility)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\mapper.py:302(scalar_visibility)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\mapper.py:338(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\mapper.py:353(dataset)
        1    0.000    0.000    0.001    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\mapper.py:376(_configure_scalars_mode)
        1    0.000    0.000    0.017    0.017 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\mapper.py:432(set_scalars)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lookup_table.py:27(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lookup_table.py:41(__array_finalize__)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lookup_table.py:198(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lookup_table.py:348(log_scale)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lookup_table.py:368(log_scale)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lookup_table.py:392(scalar_range)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lookup_table.py:412(scalar_range)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lookup_table.py:492(nan_color)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lookup_table.py:510(nan_color)
        1    0.000    0.000    0.008    0.008 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lookup_table.py:651(apply_cmap)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lookup_table.py:757(values)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lookup_table.py:786(values)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lookup_table.py:793(n_values)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\lookup_table.py:816(n_values)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:102(_warn_xserver)
        1    0.000    0.000    0.016    0.016 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:191(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:751(_before_close_callback)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:757(_before_close_callback)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:765(shape)
        1    0.000    0.000    0.007    0.007 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:933(enable_lightkit)
        1    0.000    0.000    0.001    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:1347(remove_actor)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:1430(_scalar_bar_slot_lookup)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:1522(window_size)
        1    0.000    0.000    0.001    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:1541(window_size)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:1753(reset_key_events)
        1    0.000    0.000    0.003    0.003 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:1791(enable_trackball_style)
        1    0.000    0.000    0.038    0.038 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:2441(add_mesh)
        1    0.000    0.000    0.001    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:3893(add_scalar_bar)
        1    0.000    0.000    0.001    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:4019(close)
        1    0.000    0.000    0.006    0.006 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:4082(deep_clean)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:5095(set_background)
        1    0.000    0.000    0.006    0.006 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:5355(__del__)
        1    0.000    0.000    0.020    0.020 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:5424(_on_first_render_request)
        1    0.000    0.000    0.021    0.021 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:5764(__init__)
        1    0.000    0.000  668.816  668.816 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\plotting.py:5900(show)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_plotting.py:108(process_opacity)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_plotting.py:186(_common_arg_parser)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_property.py:359(opacity)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_property.py:395(opacity)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_property.py:458(ambient)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_property.py:493(ambient)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_property.py:497(diffuse)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_property.py:533(diffuse)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_property.py:537(specular)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_property.py:572(specular)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_property.py:576(specular_power)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_property.py:616(specular_power)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_property.py:705(interpolation)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_property.py:752(interpolation)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_property.py:816(render_lines_as_tubes)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_property.py:847(render_lines_as_tubes)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_property.py:883(point_size)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\_property.py:911(point_size)
        1    0.000    0.000    0.009    0.009 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\actor.py:79(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\actor.py:87(mapper)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\actor.py:121(mapper)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\actor.py:125(prop)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\actor.py:143(prop)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\actor.py:179(renderer)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\actor.py:184(renderer)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\picking.py:29(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\picking.py:1253(disable_picking)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_window_interactor.py:39(<dictcomp>)
        1    0.001    0.001    0.001    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_window_interactor.py:27(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_window_interactor.py:145(remove_observers)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_window_interactor.py:190(_get_click_event)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_window_interactor.py:216(track_click_position)
        1    0.000    0.000    0.003    0.003 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_window_interactor.py:319(enable_trackball_style)
        1    0.000    0.000  668.112  668.112 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_window_interactor.py:783(start)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_window_interactor.py:787(initialize)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_window_interactor.py:791(set_render_window)
        1    0.000    0.000    0.072    0.072 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_window_interactor.py:795(process_events)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_window_interactor.py:827(terminate_app)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_window_interactor.py:841(close)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_window_interactor.py:869(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_window_interactor.py:902(remove_observers)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_window_interactor.py:868(CustomStyle)
        1    0.000    0.000    0.002    0.002 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_window_interactor.py:861(_make_class)
        1    0.000    0.000    0.002    0.002 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\render_window_interactor.py:855(_style_factory)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderers.py:190(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderer.py:289(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderer.py:263(camera_position)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderer.py:332(_update_bounds)
        1    0.000    0.000    0.020    0.020 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderer.py:327(bounds)
        1    0.000    0.000    0.020    0.020 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderer.py:370(center)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderer.py:1870(lights)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderer.py:2102(remove_actor)
        1    0.000    0.000    0.020    0.020 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderer.py:2243(get_default_cam_pos)
        1    0.000    0.000    0.001    0.001 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\renderers.py:16(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\scalar_bars.py:16(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\camera.py:110(position)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\camera.py:119(reset_clipping_range)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\camera.py:154(focal_point)
        1    0.000    0.000    0.000    0.000 C:\Users\frudo\AppData\Local\Programs\Python\Python310\lib\site-packages\pyvista\plotting\camera.py:343(up)
